,Food_name,Energy(kcal)_per 100 g,Protein(g) per 100 g,Carbohydrate(g) per 100 g,total sugar(g) per 100 g,Added  Sugar(g) per 100 g,fibre(g) per 100 g,total fat (g) per 100 gms,saturated fat (g) per 100 g,trans fat (g) _per 100 g,Sodium(mg) per 100 g,iron (mg) per 100 gm,Cholesterol per 100 mg
353,Original Chicken Sandwich,660.0,28.0,48.0,5.0,0.0,2.0,40.0,7.0,0.0,1170.0,0.0,75.0
354,Bacon & Cheese Crispy Chicken Sandwich,800.0,30.0,55.0,8.0,0.0,2.0,52.0,13.0,1.0,1650.0,0.0,95.0
355,BBQ Bacon Crispy Chicken Sandwich,790.0,28.0,60.0,13.0,0.0,2.0,49.0,10.0,0.5,1630.0,0.0,80.0
356,Crispy Chicken Jr.,450.0,12.0,34.0,5.0,0.0,2.0,30.0,5.0,0.0,780.0,0.0,30.0
357,Spicy Crispy Chicken Jr.,390.0,12.0,37.0,6.0,0.0,2.0,21.0,3.5,0.0,740.0,0.0,30.0
358,Chicken Nuggets- 4pc,170.0,8.0,11.0,0.0,0.0,1.0,11.0,1.5,0.0,310.0,0.0,25.0
359,Chicken Nuggets- 6pc,260.0,12.0,16.0,0.0,0.0,1.0,16.0,2.5,0.0,470.0,0.0,35.0
360,Chicken Nuggets- 10pc,430.0,20.0,27.0,0.0,0.0,2.0,27.0,4.5,0.0,780.0,0.0,55.0
361,Chicken Nuggets- 20pc,860.0,39.0,53.0,1.0,0.0,3.0,54.0,9.0,0.0,1570.0,0.0,115.0
362,Spicy Chicken Nuggets- 4pc,210.0,8.0,11.0,0.0,0.0,2.0,15.0,3.0,0.0,570.0,0.0,20.0
363,Spicy Chicken Nuggets- 6pc,320.0,12.0,17.0,0.0,0.0,3.0,22.0,4.5,0.0,850.0,0.0,35.0
364,Spicy Chicken Nuggets- 10 pc,530.0,20.0,28.0,1.0,0.0,4.0,37.0,7.0,0.0,1420.0,0.0,55.0
365,Spicy Chicken Nuggets- 20 pc,1050.0,40.0,56.0,1.0,0.0,9.0,74.0,15.0,0.0,2840.0,0.0,110.0
366,Chicken Fries â 9 pc.,280.0,13.0,20.0,1.0,0.0,1.0,17.0,2.5,0.0,850.0,0.0,35.0
367,Crispy Taco,170.0,5.0,19.0,1.0,0.0,2.0,9.0,3.0,0.0,410.0,0.0,10.0
368,BIG FISH Sandwich,510.0,16.0,51.0,7.0,0.0,2.0,28.0,4.5,0.0,1180.0,0.0,30.0
369,Garden Chicken Salad with Crispy Chicken â no dressing,440.0,25.0,31.0,4.0,0.0,3.0,25.0,7.0,0.0,930.0,0.0,75.0
370,Club Salad with Crispy Chicken â no dressing,540.0,31.0,31.0,5.0,0.0,3.0,33.0,10.0,0.0,1380.0,0.0,95.0
371,Garden Side Salad â w/o dressing,60.0,4.0,3.0,2.0,0.0,1.0,4.0,2.5,0.0,95.0,0.0,10.0
372,Kenâs Ranch Dressing,260.0,1.0,2.0,2.0,0.0,0.0,28.0,4.0,0.0,240.0,0.0,10.0
373,Kenâs Golden Italian Dressing,160.0,0.0,4.0,3.0,0.0,0.0,17.0,2.5,0.0,380.0,0.0,0.0
374,Kenâs Lite Honey Balsamic Vinaigrette,120.0,0.0,14.0,11.0,0.0,0.0,8.0,1.0,0.0,220.0,0.0,0.0
375,Buttery Garlic Croutons- Packet,60.0,1.0,9.0,1.0,0.0,0.0,2.5,0.0,0.0,180.0,0.0,10.0
376,Onion Rings â value,150.0,1.0,19.0,2.0,0.0,1.0,8.0,1.5,0.0,400.0,0.0,0.0
377,Onion Rings â small,320.0,3.0,41.0,4.0,0.0,3.0,16.0,3.0,0.0,840.0,0.0,0.0
378,Onion Rings â medium,410.0,4.0,53.0,5.0,0.0,4.0,21.0,3.5,0.0,1080.0,0.0,0.0
379,Onion Rings â large,500.0,5.0,64.0,7.0,0.0,5.0,25.0,4.5,0.0,1310.0,0.0,0.0
380,French Fries â value (unsalted),220.0,2.0,34.0,1.0,0.0,3.0,9.0,1.5,0.0,210.0,0.0,0.0
381,French Fries â small,320.0,4.0,49.0,1.0,0.0,5.0,13.0,2.0,0.0,300.0,0.0,0.0
382,French Fries â medium,380.0,4.0,58.0,1.0,0.0,6.0,16.0,2.0,0.0,360.0,0.0,0.0
383,French Fries â large,430.0,5.0,66.0,2.0,0.0,7.0,18.0,2.5,0.0,410.0,0.0,0.0
384,Kids Oatmeal,170.0,4.0,32.0,12.0,0.0,3.0,3.0,1.5,0.0,260.0,0.0,5.0
385,Chicken Nuggets- 4pc,170.0,8.0,11.0,0.0,0.0,1.0,11.0,1.5,0.0,310.0,0.0,25.0
386,Chicken Nuggets- 6pc,260.0,12.0,16.0,0.0,0.0,1.0,16.0,2.5,0.0,470.0,0.0,35.0
387,Hamburger,240.0,13.0,26.0,6.0,0.0,1.0,10.0,3.5,0.5,380.0,0.0,35.0
388,Cheeseburger,280.0,15.0,27.0,7.0,0.0,1.0,13.0,6.0,0.5,560.0,0.0,45.0
389,MottâsÂ® Natural Applesauce,50.0,0.0,13.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Fat FREE Milk (8 fl oz),90.0,9.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,5.0
391,1% Low Fat Chocolate Milk (8 fl oz),160.0,8.0,26.0,25.0,0.0,0.0,2.5,1.5,0.0,150.0,0.0,15.0
392,Capri SunÂ® 100% Apple Juice (6 fl oz),80.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
393,PB&J Jamwich,300.0,11.0,33.0,11.0,0.0,4.0,16.0,3.0,0.0,290.0,0.0,0.0
394,Soft Serve Cone,190.0,5.0,32.0,24.0,0.0,0.0,4.5,3.0,0.0,150.0,0.0,20.0
395,Dutch Apple Pie,340.0,3.0,51.0,25.0,0.0,1.0,14.0,6.0,0.0,310.0,0.0,0.0
396,HERSHEYÂ®âS Sundae Pie,310.0,3.0,32.0,22.0,0.0,1.0,19.0,12.0,0.0,220.0,0.0,10.0
397,Pie made with TWIXÂ®,370.0,4.0,45.0,30.0,0.0,1.0,20.0,13.0,0.0,330.0,0.0,10.0
398,OREOÂ® Cookie Cheesecake,350.0,6.0,41.0,25.0,0.0,1.0,18.0,8.0,0.0,310.0,0.0,35.0
399,Soft Serve Cone,190.0,5.0,32.0,24.0,0.0,0.0,4.5,3.0,0.0,150.0,0.0,20.0
400,Soft Serve Cup,170.0,5.0,28.0,24.0,0.0,0.0,4.5,3.0,0.0,150.0,0.0,20.0
401,HERSHEYÂ®âs Chocolate Sundae,260.0,5.0,49.0,43.0,0.0,1.0,5.0,3.0,0.0,160.0,0.0,20.0
402,Caramel Sundae,240.0,5.0,42.0,33.0,0.0,0.0,5.0,3.5,0.0,210.0,0.0,20.0
403,Chocolate Chip Cookies (each),160.0,2.0,24.0,15.0,0.0,1.0,8.0,4.0,0.0,125.0,0.0,10.0
404,CROISSANâWICHÂ® Egg & Cheese,340.0,12.0,29.0,4.0,0.0,1.0,18.0,8.0,0.0,610.0,0.0,160.0
405,"CROISSANâWICHÂ® Sausage, Egg & Cheese",500.0,19.0,30.0,4.0,0.0,1.0,33.0,13.0,0.0,930.0,0.0,195.0
406,"CROISSANâWICHÂ® Ham, Egg & Cheese",370.0,17.0,30.0,5.0,0.0,1.0,19.0,8.0,0.0,1030.0,0.0,175.0
407,"CROISSANâWICHÂ® Bacon, Egg & Cheese",370.0,14.0,30.0,4.0,0.0,1.0,21.0,9.0,0.0,760.0,0.0,170.0
408,Fully Loaded CROISSANâWICHÂ®,610.0,28.0,31.0,5.0,0.0,1.0,40.0,17.0,0.5,1680.0,0.0,225.0
409,Double CROISSANâWICHÂ® with Sausage & Bacon,580.0,23.0,31.0,5.0,0.0,1.0,40.0,16.0,0.5,1260.0,0.0,215.0
410,Double CROISSANâWICHÂ® with Sausage,710.0,29.0,31.0,5.0,0.0,1.0,52.0,20.0,0.5,1420.0,0.0,240.0
411,Double CROISSANâWICHÂ® with Ham & Sausage,580.0,27.0,31.0,5.0,0.0,1.0,38.0,16.0,0.5,1530.0,0.0,220.0
412,Fully Loaded Biscuit,640.0,28.0,31.0,4.0,0.0,1.0,45.0,20.0,0.0,2190.0,0.0,225.0
413,"Ham, Egg, & Cheese Biscuit",400.0,17.0,29.0,3.0,0.0,1.0,24.0,12.0,0.0,1550.0,0.0,175.0
414,"Sausage, Egg, & Cheese Biscuit",530.0,19.0,29.0,3.0,0.0,1.0,38.0,17.0,0.0,1440.0,0.0,195.0
415,"Bacon, Egg & Cheese Biscuit",400.0,13.0,29.0,3.0,0.0,1.0,26.0,13.0,0.0,1270.0,0.0,170.0
416,Sausage Biscuit,420.0,12.0,28.0,2.0,0.0,1.0,28.0,6.0,0.0,1050.0,0.0,35.0
417,Breakfast Burrito Jr.,370.0,15.0,27.0,2.0,0.0,3.0,23.0,8.0,0.0,930.0,0.0,150.0
418,EGG-NORMOUS BURRITOÎ¡,780.0,32.0,68.0,4.0,0.0,3.0,42.0,15.0,0.0,1960.0,0.0,355.0
419,BKâ¢ Ultimate Breakfast Platter,930.0,24.0,110.0,40.0,0.0,4.0,44.0,11.0,0.0,2230.0,0.0,390.0
420,NY Ultimate Platter (Regional menu item),900.0,25.0,95.0,31.0,0.0,5.0,46.0,12.0,0.0,1760.0,0.0,380.0
421,Pancake and Sausage platter,610.0,12.0,72.0,30.0,0.0,1.0,31.0,9.0,0.0,1010.0,0.0,80.0
422,Hash Browns â small,250.0,2.0,24.0,0.0,0.0,3.0,16.0,3.5,0.0,580.0,0.0,0.0
423,Hash Browns â medium,500.0,4.0,48.0,0.0,0.0,7.0,33.0,7.0,0.0,1140.0,0.0,0.0
424,Hash Browns â large,670.0,5.0,65.0,0.0,0.0,9.0,44.0,9.0,0.0,1530.0,0.0,0.0
425,French Toast Sticks (3 piece),230.0,3.0,29.0,8.0,0.0,1.0,11.0,2.0,0.0,260.0,0.0,0.0
426,French Toast Sticks (5 piece),380.0,5.0,49.0,13.0,0.0,2.0,18.0,3.0,0.0,430.0,0.0,0.0
427,American Cheese (slice),40.0,2.0,1.0,0.0,0.0,0.0,3.5,2.0,0.0,180.0,0.0,10.0
428,Ketchup (Packet),10.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
429,Mayonnaise (Packet),80.0,0.0,1.0,0.0,0.0,0.0,9.0,0.5,0.0,75.0,0.0,10.0
430,Strawberry or Grape Jam (packet),30.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Breakfast Syrup (1 oz),120.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
432,Barbecue Dipping Sauce (1 oz),40.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0
433,Ranch Dipping Sauce (1 oz),140.0,1.0,1.0,1.0,0.0,0.0,15.0,2.5,0.0,85.0,0.0,10.0
434,Buffalo Dipping Sauce (1 oz),80.0,0.0,2.0,1.0,0.0,0.0,8.0,1.5,0.0,360.0,0.0,5.0
435,Zesty Onion Ring Dipping Sauce (1 oz),150.0,0.0,3.0,0.0,0.0,0.0,15.0,2.5,0.0,240.0,0.0,20.0
436,Honey Mustard Dipping Sauce (1oz),90.0,0.0,8.0,7.0,0.0,0.0,6.0,1.0,0.0,180.0,0.0,10.0
437,Fat FREE Milk (8 fl oz),90.0,9.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,5.0
438,1% Low Fat Chocolate Milk (8 fl oz),160.0,8.0,26.0,25.0,0.0,0.0,2.5,1.5,0.0,150.0,0.0,15.0
439,Smoothie: Strawberry Banana 16 fl oz,310.0,4.0,71.0,50.0,0.0,3.0,1.0,0.0,0.0,55.0,0.0,0.0
440,OreoÂ® Shake,720.0,16.0,118.0,98.0,0.0,1.0,20.0,12.0,0.5,540.0,0.0,65.0
441,Chocolate OreoÂ® Shake,740.0,17.0,121.0,101.0,0.0,1.0,22.0,13.0,0.5,680.0,0.0,70.0
442,Vanilla Milk Shake,580.0,14.0,98.0,85.0,0.0,0.0,15.0,10.0,0.0,420.0,0.0,60.0
443,HERSHEYÂ®âS Chocolate Milk Shake,610.0,14.0,103.0,88.0,0.0,1.0,16.0,10.0,0.0,500.0,0.0,60.0
444,Strawberry Milk Shake,640.0,14.0,113.0,99.0,0.0,0.0,15.0,10.0,0.0,440.0,0.0,60.0
445,Coca Cola classicÂ®â¡,,,,,0.0,,,,,,0.0,
446,16 fl oz,210.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
447,20 fl oz,270.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
448,29 fl oz,290.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
449,38 fl oz,510.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
450,Diet CokeÂ®â¡,,,,,0.0,,,,,,0.0,
451,16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
452,20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
453,29 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
454,38 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0
455,SpriteÂ®â¡,,,,,0.0,,,,,,0.0,
456,16 fl oz,210.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
457,20 fl oz,260.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
458,29 fl oz,380.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0
459,38 fl oz,500.0,0.0,133.0,133.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0
460,Dr. PepperÂ®â¡,,,,,0.0,,,,,,0.0,
461,16 fl oz,190.0,0.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
462,20 fl oz,240.0,0.0,65.0,64.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
463,29 fl oz,350.0,0.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
464,38 fl oz,450.0,0.0,124.0,121.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
465,BarqâsÂ® Root Beerâ¡,,,,,0.0,,,,,,0.0,
466,16 fl oz,240.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
467,20 fl oz,300.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
468,29 fl oz,350.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
469,38 fl oz,450.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0
470,Cherry CokeÂ®â¡,,,,,0.0,,,,,,0.0,
471,16 fl oz,220.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
472,20 fl oz,280.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
473,29 fl oz,410.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
474,38 fl oz,450.0,0.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0
475,FantaÂ® Orangeâ¡,,,,,0.0,,,,,,0.0,
476,16 fl oz,230.0,0.0,62.0,61.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
477,20 fl oz,280.0,0.0,78.0,77.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
478,29 fl oz,410.0,0.0,113.0,111.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
479,38 fl oz,530.0,0.0,148.0,146.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
480,Hi-CÂ® Fruit Punchâ¡,,,,,0.0,,,,,,0.0,
481,16 fl oz,220.0,0.0,62.0,60.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
482,20 fl oz,280.0,0.0,77.0,75.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
483,29 fl oz,410.0,0.0,111.0,109.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
484,38 fl oz,450.0,0.0,146.0,143.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
485,MINUTE MAIDÂ® Light Lemonade,,,,,0.0,,,,,,0.0,
486,16 fl oz,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
487,20 fl oz,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
488,29 fl oz,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0
489,38 fl oz,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
490,Sweet Tea,,,,,0.0,,,,,,0.0,
491,20 fl oz,120.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,29 fl oz,160.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,40 fl oz,240.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Unsweetened Tea,,,,,0.0,,,,,,0.0,
495,20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,29 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,40 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Capri SunÂ® 100% Apple Juice,80.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
499,Minute MaidÂ® Orange Juice,140.0,2.0,33.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
500,Frozen CokeÂ® â 16 oz,130.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
501,BKÂ® CafÃ© Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,BKÂ® CafÃ© Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,BKÂ® CafÃ© Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,BKÂ® CafÃ© Decaf Coffee- 12 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,BKÂ® CafÃ© Decaf Coffee- 16 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,BKÂ® CafÃ© Decaf Coffee- 20 fl oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,BKÂ® CafÃ© Iced Vanilla Coffee- 12 fl oz,150.0,1.0,21.0,21.0,0.0,0.0,8.0,4.0,0.0,30.0,0.0,25.0
508,BKÂ® CafÃ© Iced Vanilla Coffee- 16 fl oz,200.0,2.0,27.0,27.0,0.0,0.0,10.0,5.0,0.0,40.0,0.0,30.0
509,BKÂ® CafÃ© Iced Vanilla Coffee- 20 fl oz,260.0,2.0,34.0,34.0,0.0,0.0,13.0,7.0,0.0,50.0,0.0,40.0
510,BKÂ® CafÃ© Iced Mocha Coffee- 12 fl oz,180.0,2.0,27.0,25.0,0.0,1.0,8.0,4.0,0.0,40.0,0.0,25.0
511,BKÂ® CafÃ© Iced Mocha Coffee- 16 fl oz,240.0,2.0,35.0,32.0,0.0,1.0,10.0,6.0,0.0,55.0,0.0,30.0
512,BKÂ® CafÃ© Iced Mocha Coffee- 20 fl oz,300.0,3.0,45.0,41.0,0.0,2.0,13.0,7.0,0.0,70.0,0.0,40.0
513,BKÂ® CafÃ© Mocha Frappe- 12 fl oz,300.0,7.0,50.0,41.0,0.0,1.0,8.0,5.0,0.0,200.0,0.0,30.0
514,BKÂ® CafÃ© Mocha Frappe- 16 fl oz,400.0,9.0,68.0,58.0,0.0,1.0,10.0,7.0,0.0,270.0,0.0,40.0
515,BKÂ® CafÃ© Mocha Frappe- 20 fl oz,510.0,12.0,87.0,71.0,0.0,1.0,13.0,8.0,0.0,350.0,0.0,50.0
516,BKÂ® CafÃ© Caramel Frappe- 12 fl oz,300.0,7.0,50.0,41.0,0.0,0.0,8.0,5.0,0.0,210.0,0.0,35.0
517,BKÂ® CafÃ© Caramel Frappe- 16 fl oz,400.0,9.0,68.0,56.0,0.0,0.0,10.0,7.0,0.0,280.0,0.0,40.0
518,BKÂ® CafÃ© Caramel Frappe- 20 fl oz,500.0,11.0,86.0,71.0,0.0,0.0,12.0,8.0,0.0,350.0,0.0,50.0
519,Baconator,950.0,59.0,40.0,8.0,0.0,2.0,62.0,24.0,3.0,1630.0,0.0,205.0
520,Daveâs Double,810.0,49.0,41.0,8.0,0.0,3.0,51.0,20.0,3.0,1280.0,0.0,175.0
521,Daveâs Single,570.0,30.0,40.0,9.0,0.0,3.0,34.0,13.0,1.5,1110.0,0.0,100.0
522,Daveâs Triple,1090.0,71.0,43.0,9.0,0.0,3.0,72.0,30.0,4.0,1650.0,0.0,260.0
523,Double Stack,390.0,25.0,26.0,6.0,0.0,1.0,21.0,9.0,1.5,740.0,0.0,90.0
524,Jr. Bacon Cheeseburger,380.0,19.0,25.0,5.0,0.0,1.0,22.0,8.0,1.0,680.0,0.0,65.0
525,Jr. Cheeseburger,280.0,16.0,26.0,6.0,0.0,1.0,13.0,6.0,1.0,660.0,0.0,50.0
526,Jr. Cheeseburger Deluxe,340.0,16.0,27.0,7.0,0.0,2.0,19.0,7.0,1.0,660.0,0.0,55.0
527,Son of Baconator,630.0,34.0,37.0,7.0,0.0,2.0,39.0,15.0,1.5,1280.0,0.0,125.0
528,3 Piece Chicken Tenders,330.0,24.0,22.0,0.0,0.0,0.0,16.0,2.5,0.0,1010.0,0.0,75.0
529,4 Piece Chicken Nuggets,170.0,9.0,10.0,0.0,0.0,0.0,11.0,2.0,0.0,340.0,0.0,35.0
530,4 Piece Chicken Tenders,430.0,32.0,29.0,1.0,0.0,0.0,21.0,3.5,0.0,1350.0,0.0,100.0
531,6 Picece Chicken Nuggets,250.0,13.0,14.0,0.0,0.0,1.0,16.0,3.5,0.0,510.0,0.0,50.0
532,6 Piece Chicken Tenders,650.0,48.0,43.0,1.0,0.0,0.0,32.0,5.0,0.0,2020.0,0.0,150.0
533,10 Piece Chicken Nuggets,420.0,22.0,24.0,0.0,0.0,1.0,27.0,5.0,0.0,850.0,0.0,80.0
534,Crispy Chicken BLT,420.0,20.0,35.0,5.0,0.0,2.0,23.0,6.0,0.0,950.0,0.0,50.0
535,Crispy Chicken Sandwich,330.0,14.0,33.0,4.0,0.0,2.0,16.0,3.0,0.0,600.0,0.0,30.0
536,Grilled Asiago Ranch Club,530.0,43.0,36.0,6.0,0.0,3.0,23.0,7.0,0.0,1220.0,0.0,120.0
537,Grilled Chicken Sandwich,370.0,34.0,38.0,8.0,0.0,3.0,10.0,2.0,0.0,830.0,0.0,90.0
538,Grilled Chicken Wrap,270.0,20.0,24.0,3.0,0.0,2.0,10.0,3.5,0.0,640.0,0.0,55.0
539,Homestyle Asiago Ranch Chicken Club,660.0,38.0,52.0,7.0,0.0,3.0,34.0,9.0,0.0,1650.0,0.0,100.0
540,Homestyle Chicken Sandwich,510.0,28.0,51.0,6.0,0.0,3.0,22.0,4.0,0.0,1150.0,0.0,70.0
541,SâAwesome Sauce,120.0,1.0,4.0,3.0,0.0,1.0,12.0,2.0,0.0,170.0,0.0,0.0
542,Spicy Asiago Ranch Club,670.0,38.0,55.0,6.0,0.0,4.0,32.0,9.0,0.0,1530.0,0.0,100.0
543,Spicy Chicken Sandwich,510.0,29.0,54.0,6.0,0.0,4.0,20.0,3.5,0.0,1030.0,0.0,65.0
544,Spicy Chicken Wrap,370.0,18.0,30.0,2.0,0.0,2.0,20.0,5.0,0.0,850.0,0.0,50.0
545,"Apple Pecan Chicken Salad, Full Size",560.0,38.0,52.0,40.0,0.0,7.0,24.0,7.0,0.0,1020.0,0.0,115.0
546,"Apple Pecan Chicken Salad, Half Size",340.0,20.0,29.0,22.0,0.0,4.0,17.0,4.0,0.0,550.0,0.0,55.0
547,"Berry Burst Chicken Salad, Full Size",460.0,41.0,41.0,29.0,0.0,7.0,17.0,4.5,0.0,1090.0,0.0,105.0
548,"Berry Burst Chicken Salad, Half Size",290.0,23.0,23.0,15.0,0.0,5.0,13.0,2.5,0.0,570.0,0.0,50.0
549,Caesar Side Salad,240.0,8.0,19.0,4.0,0.0,3.0,15.0,4.0,0.0,500.0,0.0,30.0
550,Garden Side Salad,250.0,7.0,18.0,4.0,0.0,2.0,18.0,4.0,0.0,460.0,0.0,20.0
551,"Southwest Avocado Chicken Salad, Full Size",600.0,42.0,18.0,7.0,0.0,7.0,41.0,11.0,0.0,1220.0,0.0,135.0
552,"Southwest Avocado Chicken Salad, Half Size",300.0,21.0,10.0,4.0,0.0,4.0,20.0,6.0,0.0,620.0,0.0,70.0
553,"Spicy Caesar Chicken Salad, Full Size",720.0,42.0,44.0,6.0,0.0,8.0,42.0,12.0,1.0,1680.0,0.0,150.0
554,"Spicy Caesar Chicken Salad, Half Size",410.0,23.0,30.0,4.0,0.0,5.0,23.0,6.0,0.5,930.0,0.0,75.0
555,"Taco Salad, Full Size",660.0,32.0,63.0,18.0,0.0,10.0,32.0,13.0,1.0,1820.0,0.0,85.0
556,"Taco Salad, Half Size",470.0,19.0,49.0,12.0,0.0,7.0,23.0,8.0,0.5,1320.0,0.0,45.0
557,Apple Bites,35.0,0.0,9.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Baconator Fries,490.0,14.0,45.0,2.0,0.0,4.0,28.0,9.0,0.0,550.0,0.0,35.0
559,Bacon Cheese Baked Potato,440.0,17.0,64.0,4.0,0.0,7.0,14.0,6.0,0.0,550.0,0.0,35.0
560,Cheese Baked Potato,430.0,14.0,65.0,5.0,0.0,7.0,13.0,7.0,0.0,560.0,0.0,30.0
561,Chili & Cheese Baked Potato,460.0,19.0,71.0,7.0,0.0,8.0,11.0,5.0,0.0,710.0,0.0,35.0
562,"Chili, Large",250.0,23.0,23.0,9.0,0.0,5.0,7.0,3.0,0.5,1170.0,0.0,50.0
563,"Chili, Small",170.0,15.0,16.0,6.0,0.0,4.0,5.0,2.0,0.0,780.0,0.0,35.0
564,Chili Cheese Fries,500.0,16.0,53.0,4.0,0.0,6.0,25.0,8.0,0.5,710.0,0.0,35.0
565,"Natural-Cut Fries, Junior",230.0,3.0,30.0,0.0,0.0,3.0,10.0,2.0,0.0,15.0,0.0,0.0
566,"Natural-Cut Fries, Large",530.0,7.0,70.0,0.0,0.0,6.0,24.0,4.5,0.0,520.0,0.0,0.0
567,"Natural-Cut Fries, Medium",420.0,6.0,56.0,0.0,0.0,5.0,19.0,3.5,0.0,420.0,0.0,0.0
568,"Natural-Cut Fries, Small",320.0,5.0,43.0,0.0,0.0,4.0,15.0,2.5,0.0,320.0,0.0,0.0
569,Plain Baked Potato,270.0,7.0,61.0,3.0,0.0,7.0,0.0,0.0,0.0,25.0,0.0,0.0
